,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
51282,1.2376619668956777e+18,192.423457226009,42.0161476656428,20.83414,20.63895,20.64313,20.56312,20.486,3840,301,3,212,9.441965245071645e+18,QSO,2.187438,8386,57518,613
86970,1.23766185094185e+18,213.772169018602,41.1731959064651,23.17878,22.08616,21.89082,22.46734,21.83273,3813,301,3,369,9.57475079045699e+18,QSO,2.78762,8504,57518,356
65702,1.2376619668924664e+18,182.660261234969,42.220092352749,19.81501,19.80346,19.56481,19.52017,19.93212,3840,301,3,163,9.43857215218833e+18,QSO,1.2188,8383,57518,557
13529,1.2376614332438292e+18,214.069216915066,42.5519080392709,26.6939,24.22615,21.12906,19.9155,19.06088,3716,301,1,179,9.574856618451163e+18,GALAXY,0.8133371,8504,57518,741
52987,1.237661966895547e+18,192.018686452553,41.9888094523548,22.09936,21.13366,20.34173,20.22597,20.24197,3840,301,3,210,9.441938581914671e+18,QSO,3.381768,8386,57518,516
32056,1.2376613607654036e+18,215.037752492962,42.4863735409308,25.31705,22.06236,20.88664,20.0361,19.43156,3699,301,2,166,9.574891253067438e+18,STAR,-2.673633e-05,8504,57518,867
82333,1.2376621945261263e+18,183.701021748169,42.3416364042331,21.69638,21.25461,21.07756,20.84587,20.67891,3893,301,3,169,9.438616407531346e+18,QSO,1.66983,8383,57518,718
70258,1.2376619668956777e+18,192.37379336993,42.022843569583,21.01427,21.01804,20.91817,20.78358,20.96713,3840,301,3,212,9.441964145560017e+18,QSO,1.49306,8386,57518,609
82305,1.237662194529272e+18,193.403693289375,42.0810827321693,21.33144,21.11552,21.12209,20.96377,21.0145,3893,301,3,217,9.442009500414665e+18,QSO,1.893752,8386,57518,774
82,1.2376621945265198e+18,184.914328002243,42.4134785348821,25.10932,23.02978,21.6433,20.57167,19.76941,3893,301,3,175,9.43866973384529e+18,STAR,0.0004171139,8383,57518,912
52545,1.2376619668933837e+18,185.336133428175,42.1506330924532,19.0188,18.12335,17.82499,17.72064,17.70117,3840,301,3,177,9.438684027496454e+18,STAR,-3.032761e-05,8383,57518,964
62564,1.2376619668955471e+18,191.9983520328,41.95015263315,25.15961,24.42007,21.78145,20.781,19.79518,3840,301,3,210,9.441938856792578e+18,GALAXY,0.7569586,8386,57518,517
95965,1.2376621945263227e+18,184.384140921123,42.4211335903571,21.94993,21.16977,20.79978,20.67764,20.57043,3893,301,3,172,9.438649942635991e+18,STAR,0.0003331418,8383,57518,840
32704,1.237661966359266e+18,193.866548761754,41.4918735616909,25.58032,23.03021,21.76992,20.66892,19.94966,3840,301,2,219,9.441849246594914e+18,GALAXY,0.673842,8386,57518,191
77082,1.2376619668962675e+18,194.295130364378,41.8181489611852,22.1466,21.59085,21.68229,21.22181,21.55759,3840,301,3,221,9.442053206001869e+18,QSO,1.713318,8386,57518,933
50414,1.237661966893384e+18,185.485661001148,42.0977906672506,21.23816,20.94495,20.96848,20.97867,21.06169,3840,301,3,177,9.438688700420872e+18,QSO,1.882298,8383,57518,981
16256,1.2376613607656e+18,215.514741509741,42.351203127833,21.30825,21.11303,21.09367,20.91053,20.65992,3699,301,2,169,9.574916541834877e+18,QSO,2.048024,8504,57518,959
70013,1.2376619668929907e+18,184.265960492351,42.2335233418578,22.92744,20.89899,20.20508,19.99282,19.98123,3840,301,3,171,9.438638672641808e+18,STAR,-0.0009829272,8383,57518,799
50786,1.2376619668931215e+18,184.625253378085,42.1058039123991,20.35762,20.24044,20.21558,20.05263,20.11135,3840,301,3,173,9.438661762385992e+18,QSO,1.581887,8383,57518,883
28794,1.2376613607655995e+18,215.543429659381,42.4011342822729,20.1914,19.94496,19.57222,19.34887,19.22885,3699,301,2,169,9.57491626695697e+18,QSO,1.465081,8504,57518,958
61927,1.2376619668962025e+18,194.035773992726,41.9193387357464,24.29738,23.37765,21.47969,20.34318,19.6641,3840,301,3,220,9.44204056161815e+18,GALAXY,0.6724918,8386,57518,887
82663,1.2376621945288788e+18,192.289555243509,42.2549701735885,22.00387,20.4186,19.70269,19.42788,19.26526,3893,301,3,211,9.441960847025134e+18,STAR,-0.000127989,8386,57518,597
51110,1.2376619668928596e+18,183.861186640746,42.2083173634758,22.04943,21.72893,21.273,21.11196,21.07242,3840,301,3,169,9.43861778192088e+18,QSO,1.074731,8383,57518,723
51113,1.2376619668963983e+18,194.719276902,41.7222674627643,21.44755,21.20624,21.0152,21.02586,20.48625,3840,301,3,223,9.442065025751863e+18,QSO,1.321082,8386,57518,976
13067,1.2376621945256676e+18,182.269493322569,42.2889235153598,21.16263,20.99052,20.83725,20.5619,20.45543,3893,301,3,162,9.43855675902554e+18,QSO,1.594371,8383,57518,501
30179,1.2376613607652068e+18,214.536244774707,42.8059650308108,21.87972,20.54429,19.96402,19.785,19.5694,3699,301,2,163,9.574872561369764e+18,STAR,8.993064e-05,8504,57518,799
51150,1.237661966895612e+18,192.285055149141,42.0456746471434,21.35687,21.0303,20.65927,20.22775,20.16223,3840,301,3,211,9.44196304604839e+18,QSO,1.826357,8386,57518,605
52544,1.2376619668929907e+18,184.266905400115,42.1098880975849,21.74524,21.67676,21.56186,21.22762,21.56455,3840,301,3,171,9.438640596787157e+18,QSO,1.476954,8383,57518,806
50945,1.237661966892401e+18,182.417736310299,42.0883301374379,21.30927,20.79418,20.63285,20.3338,20.31311,3840,301,3,162,9.43856390585112e+18,QSO,1.660156,8383,57518,527
50180,1.2376619668956777e+18,192.536404488377,41.8951185558869,20.39936,20.44754,20.44124,20.27218,20.18215,3840,301,3,212,9.441975965310015e+18,QSO,1.964641,8386,57518,652
