,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
14652,1.2376551287610414e+18,237.621806368498,51.5209670118148,24.71393,22.68254,21.34912,20.29935,19.53065,2248,301,2,62,9.47337939729176e+18,GALAXY,0.5242207,8414,57846,209
90445,1.237661387611636e+18,234.343219742285,45.9878449400066,21.21209,21.06173,20.444,20.50977,20.47156,3705,301,4,207,9.5814281300754e+18,QSO,1.111829,8510,57846,72
94553,1.237664846122255e+18,200.118744017777,37.7847164815169,22.53101,21.46798,20.09661,19.63213,19.30811,4510,301,6,27,9.951866791612668e+18,GALAXY,0.2340536,8839,57846,136
25442,1.23765932548037e+18,213.626077233868,56.6031993016097,21.83328,21.75267,21.05176,21.10431,21.67539,3225,301,3,53,9.488193942086506e+18,QSO,1.225274,8427,57846,856
91452,1.2376613876113083e+18,233.600719839025,46.4852993735609,21.64907,21.50088,21.33467,21.30094,21.0101,3705,301,4,202,9.581644733866072e+18,QSO,1.375823,8510,57846,860
38709,1.2376591611975444e+18,232.131738255629,45.3506689984591,24.724,23.51895,21.50242,20.49353,19.66199,3187,301,1,48,9.581518564906785e+18,GALAXY,0.5452769,8510,57846,401
59746,1.2376613876107845e+18,232.117586276725,47.2873497442863,25.22633,22.52728,21.19245,20.38647,19.83351,3705,301,4,194,9.58157216609864e+18,STAR,-0.000154673,8510,57846,596
60649,1.2376613876108495e+18,232.39009920593,47.2239610159773,21.3734,21.28864,21.28145,21.11596,21.40124,3705,301,4,195,9.581592232185846e+18,QSO,2.099819,8510,57846,669
45140,1.237659162808156e+18,233.165537520262,46.3157768235478,22.3712,21.83833,21.56159,21.57911,21.45338,3187,301,4,48,9.581474309563769e+18,GALAXY,0.1747984,8510,57846,240
96237,1.237664846121468e+18,197.833415972032,37.9082637300554,21.37023,21.02869,20.77705,20.63441,20.59589,4510,301,6,15,9.951962174246375e+18,QSO,1.106455,8839,57846,483
66203,1.2376593249432376e+18,212.376160197485,56.3566092770662,25.05481,22.78206,21.68789,20.5681,19.92548,3225,301,2,49,9.488161781371394e+18,GALAXY,0.6529464,8427,57846,739
77156,1.237664854175318e+18,200.061893487244,37.2193131083728,20.93936,20.79265,20.54889,20.50219,20.28008,4512,301,5,27,9.951864042833598e+18,QSO,1.055096,8839,57846,126
70937,1.2376593244068247e+18,213.718436741265,55.6933069118453,23.84124,21.92649,21.51384,21.29002,21.20261,3225,301,1,56,9.487995480237693e+18,GALAXY,0.1420675,8427,57846,134
85071,1.237664854175056e+18,199.242413509272,37.3413427919197,23.66586,22.21929,21.72097,21.43641,21.58976,4512,301,5,23,9.951920667682429e+18,STAR,-0.001429096,8839,57846,332
96363,1.2376648461217303e+18,198.622687137958,37.8170728557503,21.08699,20.65707,20.34263,20.14263,20.02491,4510,301,6,19,9.951876137461504e+18,QSO,0.460905,8839,57846,170
76370,1.2376648541753185e+18,200.108995100651,37.2802664710873,21.27124,21.01747,20.70612,20.42599,20.23688,4512,301,5,27,9.951906648909177e+18,QSO,1.429114,8839,57846,281
40984,1.2376642958321915e+18,199.681426893712,39.7266789620494,21.85333,21.84292,21.87436,21.73138,21.76608,4382,301,5,67,9.952061405170784e+18,QSO,1.696815,8839,57846,844
45403,1.237662224071983e+18,198.126170282185,38.4093902816409,20.43859,20.25301,20.2499,20.01227,19.97817,3900,301,2,443,9.951958875711494e+18,QSO,1.505387,8839,57846,471
84026,1.2376512504377513e+18,236.448903583903,52.3491447957373,23.35122,22.8914,21.74332,20.57752,19.91483,1345,301,2,553,9.473415681175476e+18,GALAXY,0.8912318,8414,57846,341
45248,1.237659162807501e+18,231.415062138779,47.3104801069191,22.46639,21.59286,21.19015,21.06513,21.11384,3187,301,4,38,9.58155952171492e+18,STAR,-0.000677612,8510,57846,550
98407,1.237664846122255e+18,200.109180716568,37.8056777235028,22.57735,21.32055,19.88906,19.43877,19.05799,4510,301,6,27,9.95186734136848e+18,GALAXY,0.2395688,8839,57846,138
2797,1.237659161734219e+18,232.038500642827,45.9933061009878,22.90694,24.41349,22.14466,20.57092,19.72308,3187,301,2,45,9.581525161976551e+18,GALAXY,0.8804387,8510,57846,425
66776,1.237659324942844e+18,210.727255681113,56.7399470831877,21.97818,21.67448,21.19858,21.09377,21.00123,3225,301,2,43,9.488102407743494e+18,QSO,1.150541,8427,57846,523
70308,1.23765513090787e+18,237.892448077419,53.7538352813729,27.21791,23.58875,23.5415,21.75552,19.92584,2248,301,6,52,9.473550921105693e+18,GALAXY,0.7726083,8414,57846,833
43600,1.2376593260166515e+18,211.756761445274,57.4627774254727,22.28097,21.60691,21.43116,21.16881,21.35508,3225,301,4,44,9.488129345778377e+18,QSO,1.841272,8427,57846,621
98502,1.2376648461222543e+18,200.066084512733,37.7962612137269,22.03172,20.98305,19.66465,19.14161,18.83358,4510,301,6,27,9.951863218199878e+18,GALAXY,0.2354572,8839,57846,123
98565,1.237664846121796e+18,198.69033806165,37.7897675659843,26.09252,22.87989,21.80776,20.30787,19.47061,4510,301,6,20,9.951874213316155e+18,STAR,-0.0001021336,8839,57846,163
95550,1.2376648461217958e+18,198.745313360313,37.9632575425573,21.62683,21.17291,20.82467,20.66648,20.62719,4510,301,6,20,9.951923691339403e+18,STAR,0.0002283607,8839,57846,343
95566,1.2376648461216655e+18,198.389046879494,37.8378729038189,26.73237,24.07505,21.90327,20.6262,19.95245,4510,301,6,18,9.951943482548703e+18,GALAXY,0.7348277,8839,57846,415
90861,1.2376613876115052e+18,233.935679629088,46.1718167300948,21.815,21.54639,21.4274,21.12674,20.67138,3705,301,4,205,9.581440499581213e+18,GALAXY,0.7636473,8510,57846,117
59980,1.2376591628078292e+18,232.451450279181,46.8072017759458,23.57884,22.10563,21.82278,21.56933,22.23141,3187,301,4,43,9.581585085360263e+18,STAR,-0.000720625,8510,57846,643
95575,1.2376648461222548e+18,200.130518930001,37.721981382895,22.12424,21.76227,21.1264,20.72704,20.41885,4510,301,6,27,9.951867616246389e+18,GALAXY,0.4788194,8839,57846,139
66435,1.2376613876113083e+18,233.456923320368,46.4282784332359,20.47856,20.25909,19.99098,20.03954,20.05442,3705,301,4,202,9.581463314447487e+18,QSO,1.024784,8510,57846,200
89853,1.2376613876116365e+18,234.388799085871,46.0521743291628,22.41921,21.87333,21.7168,21.51822,22.02715,3705,301,4,207,9.581427030563772e+18,QSO,2.456142,8510,57846,68
95910,1.2376648461223857e+18,200.354422093676,37.6295557333979,21.45737,21.04533,21.03148,20.95205,20.61799,4510,301,6,29,9.95185304771732e+18,QSO,2.298202,8839,57846,86
95888,1.237664846122058e+18,199.54682900399,37.7586184795106,21.17327,20.85151,20.25309,20.05734,19.97409,4510,301,6,24,9.951889331601035e+18,QSO,1.147495,8839,57846,218
97680,1.237664846121796e+18,198.716391173842,37.9429246844619,22.35459,21.7581,21.43664,21.19484,21.12408,4510,301,6,20,9.951876687217316e+18,STAR,-0.0001772379,8839,57846,172
97180,1.2376648461215995e+18,198.137205140999,37.9946089214776,22.5465,21.9573,22.04182,21.66889,20.92021,4510,301,6,17,9.951945406694052e+18,QSO,2.286801,8839,57846,422
97174,1.237664846121534e+18,198.00073745165,37.9833869030584,22.81124,22.10932,21.33479,20.7401,20.32597,4510,301,6,16,9.95195750132196e+18,QSO,2.102456,8839,57846,466
95909,1.237664846121468e+18,197.77961104168,37.8839879219774,20.73163,20.37671,20.24864,19.98229,19.89729,4510,301,6,15,9.951963548635912e+18,QSO,0.6664551,8839,57846,488
49185,1.2376642958323223e+18,200.257053111241,39.6867082883326,20.83582,20.60946,20.4536,20.649,20.71405,4382,301,5,69,9.9520897175952e+18,QSO,1.0027,8839,57846,947
95019,1.2376648461223204e+18,200.19232519486,37.7648813301,20.41762,20.43167,20.10435,20.15044,20.24884,4510,301,6,28,9.951856896008018e+18,QSO,1.237604,8839,57846,100
81364,1.237659324942714e+18,210.381654116318,56.7505022212919,23.64253,23.5133,21.63747,20.32061,19.64125,3225,301,2,41,9.488096910185355e+18,GALAXY,0.7939938,8427,57846,503
40269,1.2376613876109806e+18,232.860225014819,47.0202878428456,25.00552,23.201,23.33724,21.69646,19.93468,3705,301,4,197,9.581608724860262e+18,GALAXY,0.7495319,8510,57846,729
3303,1.237659326017635e+18,215.36315597922,56.4873040236866,23.85935,23.81473,21.83292,20.70583,19.87812,3225,301,4,59,9.487963869278394e+18,GALAXY,0.6674863,8427,57846,19
90122,1.2376591633453555e+18,234.558784782923,46.3155884787673,24.57456,23.59337,21.80779,20.61958,19.82641,3187,301,5,53,9.58141740983703e+18,GALAXY,0.7322072,8510,57846,33
97181,1.23766484612173e+18,198.548418857279,37.9103498783515,20.28181,20.20483,20.17082,20.04614,19.88028,4510,301,6,19,9.951930013531263e+18,QSO,1.992663,8839,57846,366
15227,1.237659324943041e+18,211.528372580975,56.6171698546908,22.53541,21.47026,21.21613,21.06239,21.48581,3225,301,2,46,9.488125772365584e+18,STAR,-0.001212237,8427,57846,608
97426,1.2376648461223204e+18,200.249338806134,37.6564586954308,21.82791,21.74206,21.34953,21.28172,21.15963,4510,301,6,28,9.951851673327786e+18,QSO,1.186311,8839,57846,81
47097,1.2376591628082222e+18,233.549454890643,46.3028926363189,22.17705,21.93201,21.9429,21.66314,21.38289,3187,301,4,49,9.58145149469749e+18,QSO,1.855744,8510,57846,157
86571,1.2376512504376207e+18,236.382832467814,52.6264632146262,23.95651,23.48137,21.43039,20.24087,19.35567,1345,301,2,551,9.473417330442916e+18,GALAXY,0.8230743,8414,57846,347
47625,1.2376593265537188e+18,212.771164293902,57.7672407758439,20.33869,19.82364,19.55096,19.35151,19.40428,3225,301,5,47,9.488162606005117e+18,QSO,1.456812,8427,57846,742
62085,1.237659324942779e+18,210.604131532212,56.8930750798338,25.58384,24.72278,21.58598,20.49544,19.71281,3225,301,2,42,9.48810735554582e+18,GALAXY,0.628139,8427,57846,541
55296,1.237659324943565e+18,213.459739307511,56.040225965136,21.86791,21.42363,20.91127,20.53488,20.14427,3225,301,2,54,9.48800015316211e+18,QSO,0.5702121,8427,57846,151
73494,1.2376646737910172e+18,199.418234801191,37.1099089562427,21.17242,20.89775,20.79226,20.51068,20.67937,4470,301,5,93,9.951911321833593e+18,QSO,1.575912,8839,57846,298
99155,1.2376646743280192e+18,199.894100172931,37.4289889296181,20.25444,19.81724,19.44149,19.1716,19.08402,4470,301,6,95,9.951898402571966e+18,QSO,1.570615,8839,57846,251
80266,1.2376593249427786e+18,210.660493082005,56.8877651539646,20.81847,20.25523,20.28181,20.25837,20.13912,3225,301,2,42,9.488111478714423e+18,QSO,2.227219,8427,57846,556
86983,1.2376551298347827e+18,238.562460976251,52.0222166126841,18.15614,17.25685,16.94989,16.80596,16.76686,2248,301,4,62,9.47334696169874e+18,STAR,-0.0002009656,8414,57846,91
80032,1.237664854174663e+18,198.139573564438,37.424825673161,18.93751,17.98169,17.92179,17.51239,17.5117,4512,301,5,17,9.951953378153355e+18,STAR,-0.0003341204,8839,57846,451
86068,1.2376512504376207e+18,236.30298779878,52.607463489088,26.44782,22.99518,21.57145,20.21864,19.35931,1345,301,2,551,9.473428875315007e+18,STAR,-0.0003388104,8414,57846,389
98811,1.237664846122255e+18,200.173841035841,37.7866387894208,22.19826,21.44645,19.9596,19.37231,19.04937,4510,301,6,27,9.95185662113011e+18,GALAXY,0.4576447,8839,57846,99
48938,1.2376593265537843e+18,212.91283199488,57.5360419760863,21.47924,20.74906,20.64809,20.57845,20.20201,3225,301,5,48,9.488163430638838e+18,QSO,2.442732,8427,57846,745
