,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
66241,1.2376582034499182e+18,223.594594071952,41.9055815899794,23.46741,23.9659,21.66222,20.65128,19.93716,2964,301,1,507,9.562340888396716e+18,GALAXY,0.757479,8493,58162,265
83027,1.2376611379610916e+18,156.734349772712,38.8399919522378,22.76354,22.02238,21.9357,21.89863,21.78357,3647,301,3,122,9.93501320780581e+18,GALAXY,0.1728917,8824,58162,263
6508,1.2376613537798556e+18,179.900124542202,57.9307218558329,20.77781,20.92314,20.79786,20.63049,20.47344,3697,301,5,71,9.274115185169422e+18,QSO,1.485724,8237,58162,282
81020,1.2376576134143675e+18,182.750059764448,58.5600629831191,20.94964,20.73502,20.39475,20.30453,20.17352,2826,301,6,287,9.274038769111292e+18,QSO,1.366977,8237,58162,4
71337,1.2376611374242204e+18,157.011445758665,38.4931524429977,19.96042,19.89661,19.60366,19.6999,19.9057,3647,301,2,122,9.935010733904648e+18,QSO,1.135671,8824,58162,254
5654,1.237661353780314e+18,181.943875742072,57.9684557723095,18.95322,18.14452,17.83045,17.69566,17.66853,3697,301,5,78,9.274060759343847e+18,STAR,0.0001316425,8237,58162,84
98261,1.2376611379608947e+18,156.229268948785,38.7093058170529,23.97648,22.85115,21.38953,20.38363,19.59992,3647,301,3,119,9.935046742910458e+18,GALAXY,0.6321664,8824,58162,385
458,1.2376606359831188e+18,126.096899619182,29.6808450458659,21.01361,20.71811,20.46232,20.40409,20.78672,3530,301,4,66,1.2005581619396368e+19,QSO,1.134558,10663,58162,403
994,1.237665024368641e+18,186.130562818874,34.496744092813,24.52489,23.14146,21.72433,20.10796,19.37324,4552,301,2,107,1.153724299227774e+19,GALAXY,0.759606,10247,58162,533
24624,1.2376651296135588e+18,173.42021255472,35.4115726959827,24.66569,22.78855,21.59069,20.5016,19.56465,4576,301,6,385,1.1556483346252192e+19,STAR,0.0003378147,10264,58162,897
10178,1.2376650249055117e+18,186.140569307019,34.8762999866966,26.80265,24.25179,21.56686,20.52796,19.5205,4552,301,3,107,1.1537241892766112e+19,GALAXY,0.780655,10247,58162,529
77522,1.2376581910739692e+18,126.210150151634,30.8270391695082,26.21999,23.19959,21.40119,20.05537,19.39462,2961,301,2,81,1.2005579970128929e+19,GALAXY,0.6805367,10663,58162,397
48412,1.2376651296138862e+18,174.305997228824,35.3957241232815,22.34905,23.16412,21.81039,20.70647,19.83338,4576,301,6,390,1.15565113837987e+19,GALAXY,0.7979624,10264,58162,999
53924,1.2376583107927736e+18,181.402701081223,59.088755897969,21.04943,20.8398,20.75757,20.56534,20.59401,2989,301,1,29,9.27408110030896e+18,QSO,1.585789,8237,58162,158
89834,1.2376611384978975e+18,156.389369332053,39.0405542300111,23.75069,22.94243,21.46226,20.32672,19.69104,3647,301,4,121,9.935048392177902e+18,GALAXY,0.7165501,8824,58162,391
36114,1.237661137961288e+18,157.293769368254,39.0173425573891,21.62597,19.59924,18.51209,18.05674,17.70531,3647,301,3,125,9.934993691474416e+18,GALAXY,0.1502737,8824,58162,192
25733,1.237665025443365e+18,189.025581615803,35.3342302599359,22.19172,22.27641,21.95169,21.71311,21.21985,4552,301,4,122,1.1537366412458e+19,QSO,0.9809393,10247,58162,982
