,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
45082,1.2376803058639188e+18,343.849226695657,25.3472558584768,22.67751,24.06153,22.13861,20.92139,20.1441,8110,301,2,132,8.622320554794571e+18,GALAXY,0.5875528,7658,57312,651
40989,1.2376727633655247e+18,343.942129944339,26.2433369633219,25.97025,23.45838,21.83129,20.76602,19.97761,6354,301,1,148,8.622312308457363e+18,GALAXY,0.7002697,7658,57312,621
45529,1.2376803058640494e+18,344.071145054088,25.3395016254845,24.18268,23.71508,22.13468,20.94319,20.12451,8110,301,2,134,8.622332649422477e+18,GALAXY,0.6772757,7658,57312,695
7506,1.2376728165108288e+18,345.09801879931,26.441292722429,20.10662,19.73828,19.77697,19.63859,19.35736,6366,301,4,73,8.622389549149215e+18,QSO,0.7277242,7658,57312,902
98444,1.2376803021058872e+18,343.929350180778,25.6069359172418,22.56962,22.25441,21.36186,20.67205,20.70156,8109,301,3,133,8.622319180405037e+18,GALAXY,0.7417508,7658,57312,646
43874,1.237680305863722e+18,343.345491479006,25.3517893238167,26.06887,23.70745,22.51872,20.7886,20.03715,8110,301,2,129,8.622287569445737e+18,GALAXY,0.6491325,7658,57312,531
95427,1.237680302642693e+18,343.727045833098,25.9811899646194,26.14028,23.30622,21.76334,20.55318,19.64961,8109,301,4,132,8.622316706503876e+18,GALAXY,0.7032063,7658,57312,637
4883,1.237672816510829e+18,345.110830586543,26.4690384357301,21.20937,21.21075,21.39538,21.30604,21.7443,6366,301,4,73,8.622390098905029e+18,QSO,1.932265,7658,57312,904
820,1.2376728165112215e+18,345.714015095678,25.6732741284673,18.47566,17.31879,16.81042,16.59652,16.49559,6366,301,4,79,8.622413188649211e+18,STAR,-0.0006998316,7658,57312,988
73781,1.237672764439397e+18,344.962949445939,26.4306924108656,25.33287,22.5606,21.36058,20.33738,19.654,6354,301,3,150,8.622378828910843e+18,GALAXY,0.6660008,7658,57312,863
96289,1.23767276336631e+18,344.84699260275,24.6960907835046,24.63466,21.42434,24.80203,19.76744,22.82691,6354,301,1,160,8.622191362178307e+18,STAR,-8.790992e-05,7658,57312,181
85624,1.237680529199072e+18,332.910321817322,25.433480639198,19.39802,19.39284,19.09793,19.12699,19.21463,8162,301,2,84,8.606385058146964e+18,QSO,1.347968,7644,57327,22
93254,1.2376803273352812e+18,331.167140177899,27.092171062376,20.84751,19.88154,19.62529,19.50136,19.57749,8115,301,2,79,8.606551634158573e+18,STAR,-0.0006991449,7644,57327,628
84595,1.237680331628677e+18,330.92711676637,24.8276239552953,25.39856,22.7503,22.13399,20.79778,19.93875,8116,301,2,55,8.606489236873697e+18,GALAXY,0.8170606,7644,57327,401
94214,1.2376803273354127e+18,331.527059402027,27.2372875763444,20.6817,20.45586,20.16584,20.29687,20.27809,8115,301,2,81,8.606573074635315e+18,QSO,0.9764915,7644,57327,706
94684,1.23768032733515e+18,330.764250606292,27.0970684506691,21.47893,20.02709,19.53045,19.2787,19.14896,8115,301,2,77,8.60652854441439e+18,STAR,-0.0001666207,7644,57327,544
73661,1.237678579292111e+18,0.58999510632276,24.2554206554452,26.66588,22.64268,21.72429,20.63329,19.73964,7708,301,2,209,8.630199105631837e+18,GALAXY,0.8335678,7665,57328,641
94117,1.237666308560455e+18,3.9231344440999,24.5228434050893,22.63281,23.58125,21.95741,20.76242,19.82426,4851,301,2,55,8.627980291166984e+18,QSO,1.165536,7663,57328,761
55668,1.2376795429638643e+18,3.63352802225876,23.0200347943882,23.17262,23.1977,22.38518,20.6975,19.721,7932,301,5,33,8.627862093667e+18,GALAXY,0.7569246,7663,57328,331
43805,1.2376785406247567e+18,348.666205237071,23.5679574536735,20.48051,19.9042,19.89088,19.60101,19.58199,7699,301,2,16,8.63573679594513e+18,QSO,0.6074152,7670,57328,307
69690,1.2376785787568788e+18,4.67776785715466,23.8127632926034,23.16167,22.84155,21.44407,20.33355,19.57445,7708,301,1,234,8.627801070771656e+18,GALAXY,0.7680476,7663,57328,109
64288,1.237679478007202e+18,0.137794438789172,22.8198846421522,23.98309,22.3781,22.62259,21.40332,18.97401,7917,301,4,105,8.630149077852772e+18,STAR,7.739424e-05,7665,57328,459
10661,1.2376785406248883e+18,348.983007560528,23.5164276454965,22.33344,21.57956,21.1224,20.62462,20.45851,7699,301,2,18,8.635716180102109e+18,QSO,0.6258782,7670,57328,232
36851,1.2376794790829102e+18,4.87692368208593,23.6482848413888,25.2403,22.87854,21.29062,19.84354,18.95496,7917,301,6,135,8.627789251021658e+18,STAR,-0.0002865322,7663,57328,66
35070,1.2376794790831063e+18,5.49360104466143,23.6937428544052,19.46331,19.38475,19.29349,19.01976,18.96732,7917,301,6,138,8.627775782004218e+18,QSO,1.82478,7663,57328,17
93701,1.2376802988923953e+18,1.56724070254643,22.8907782515194,24.48821,22.38449,20.81278,19.55611,18.94867,8108,301,5,251,8.6300710125272e+18,STAR,0.0001204415,7665,57328,175
78499,1.2376785792925043e+18,1.70400089752667,24.2185960047292,24.64676,21.65707,21.60084,21.55756,22.12066,7708,301,2,215,8.630266175841129e+18,GALAXY,0.03422311,7665,57328,885
55969,1.2376785798294405e+18,1.87123630084841,24.588282965941,24.55257,24.27367,22.07933,20.73167,19.85705,7708,301,3,216,8.630274422178339e+18,GALAXY,0.6045253,7665,57328,915
